Authors,Link,Title,Reviewer1,Reviewer2,Reviewer3,Reviewer4,Reviewer5,min,mode,overall,agreement,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Abstract
Holloway T.; Bozicevic M.; Börner K.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847250940&doi=10.1002%2fcplx.20164&partnerID=40&md5=31344b6d01a4c00ceb860a017eed1ca0,Analyzing and visualizing the semantic coverage of Wikipedia and its authors,,-1,-1,,,-1,-1,-1,1,2007,Complexity,12,3,,30,40,10,10.1002/cplx.20164,"This article presents a novel analysis and visualization of English Wikipedia data. Our specific interest is the analysis of basic statistics, the identification of the semantic structure and the age of the categories in this free online encyclopedia, and the content coverage of its highly productive authors. © 2007 Wiley Periodicals, Inc."
Lee A.C.; Lee J.C.; Lee C.F.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967584895&doi=10.1142%2f6416&partnerID=40&md5=da789cfb09c10230c78059d4a0396a98,"Financial analysis, planning and forecasting theory and application, second edition",,-1,-1,,,-1,-1,-1,1,2009,"Financial Analysis, Planning and Forecasting Theory and Application, Second Edition",,,,1,1101,1100,10.1142/6416,"Professor Cheng Few Lee ranks #1 based on his publications in the 26 core finance journals, and #163 based on publications in the 7 leading finance journals (Source: Most Prolific Authors in the Finance Literature: 1959-2008 by Jean L Heck and Philip L Cooley (Saint Joseph's University and Trinity University). Based on the authors' extensive teaching, research and business experiences, this book reviews, discusses and integrates both theoretical and practical aspects of financial planning and forecasting. The book is divided into six parts: Information and Methodology for Financial Analysis, Alternative Finance Theories and Their Application, Capital Budgeting and Leasing Decisions, Corporate Policies and Their Interrelationships, Short term Financial Decisions, Financial Planning and Forecasting, and Overview. The theories used in this book are pre Modigliani Miller Theorem, Modigliani Miller Theorem, CapitalAsset Pricing Model and Arbitrage Pricing Theory, and Option Pricing Theory. The interrelationships among these theoriesare carefully analyzed. Meaningful real-world examples of using these theories are discussed step by step, with relevantdata and methodology. Alternative planning and forecasting models are also used to show how the interdisciplinary approach is helpful in making meaningful financial management decisions. © 2009 by World Scientific Publishing Co. Pte. Ltd. All rights reserved."
Lu K.; Wolfram D.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861436464&doi=10.1002%2fmeet.2011.14504801288&partnerID=40&md5=dda56013ebb7490612dee5cad03f1dbe,Assessing author research focus using vector space modeling,,,-1,-1,,-1,-1,-1,1,2011,Proceedings of the ASIST Annual Meeting,48,,,,,,10.1002/meet.2011.14504801288,"A method for comparison of research focus by a group of authors using vector space modeling is presented. The body of published work by an author or group of authors in a given field may be represented as a vocabulary based on language use. Using vector space modeling, publications may be represented as vectors, resulting in a topic space. The works of a given author may be mapped onto the space, resulting in an author space. The density of a given author space provides an indication of the coherence of the author's body of work, where a high density author space is indicative of a more focused research agenda and a low density author space indicates more varied areas of investigation or language use. This concept was applied to a set of publications appearing in eight high impact factor journals in information science from which the 100 most prolific authors were identified. Their author space characteristics were determined and compared to identify those with the most focused research. The findings demonstrate significant correlations in authors' numbers of publications, vocabulary usage, and resulting author space density, with some exceptions. Copyright notice continues right here."
Beck D.-M.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954993085&doi=10.1177%2f0898010109354919&partnerID=40&md5=a9346675bc3b46d3b21562123cc4b36f,Remembering Florence Nightingale’s Panorama: 21st-Century Nursing—At a Critical Crossroads,,-1,,,-1,-1,#N/A,-1,1,2010,Journal of Holistic Nursing,28,4,,291,301,10,10.1177/0898010109354919,"Florence Nightingale lived and worked in response to her times—yet also ahead of her time. She insisted on pursuing a career even though her wealthy family could have provided her with a lifetime of leisure. Because she was a woman, this choice to work outside her home was all the more unusual. Nightingale was also a vanguard woman because she chose nursing, a role that was considered the work of desperate, impoverished women who lived on the street like prostitutes. In addition to these unusual choices, Nightingale’s career was unique beyond anyone in her time. She was one of the most prolific authors of the 19th century. In addition to being an early role model for nursing, Nightingale was also a leader in several other fields emerging in her time, including social work, statistical analysis, and print journalism. As a global thinker, Nightingale would have loved 21st century. She noted cultural, social, and economic concerns, particularly in relation to health and to the discipline of nursing. She urged nurses to progress in their practice and to think outside their official domains. She responded to the culture of the 19th century by envisioning what could be changed. Working with her talents and available resources, she evolved the health care culture of the 20th century and beyond. She called all of this work “Health-Nursing.” As we remember and further study the extraordinary panorama that is our Nightingale legacy, we are creating and shaping our relevant, emerging 21st century nursing practice. © 2010, AHNA. All rights reserved."
Sapir J.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17344383414&partnerID=40&md5=fc6e0458a2eb8d10fad150f28c4ca8c4,Relevance of Kalecki today: Budget adjustment and growth in Russia; [Actualité de Kalecki: Ajustement budgétaire et croissance en Russie],,-1,-1,,,-1,-1,-1,1,1999,Mondes en Developpement,27,106,,47,65,18,,"The relative oblivion into which Kalecki seems to have sunk today is in no way justified. Although he appears to be one of the forerunners and undoubtedly one of the initiators of contemporary heterodox schools, such as the Ecole Francaise de la Régulation, he is still very likely one of the most prolific authors of this century. His theory of investment and, in particular, the way in which he suggests handling risk and uncertainty is extremely relevant to understanding the depression that transitional economies have experienced. The case of Russia amply illustrates this thesis. It prompts the presentation of a model combining Kaleckian developments with a number of institutionalist instincts to achieve a better understanding of the macro- and micro-economic effects of budget adjustment, as advocated by the international organisations. It is then easier to understand how the prescripts of the dominant economy were able to lead to social economic disaster and how prescripts close to Kalecki's thinking could have avoided that calamity."
Bast H.; Weber I.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70849111170&partnerID=40&md5=ccb352b305ff200fec86189a2e6fa7dc,"The Complete search engine: Interactive, efficient, and towards ir&db integration",,,-1,-1,,-1,-1,-1,1,2007,CIDR 2007 - 3rd Biennial Conference on Innovative Data Systems Research,,,,88,95,7,,"We describe CompleteSearch, an interactive search engine that offers the user a variety of complex features, which at first glance have little in common, yet are all provided via one and the same highly optimized core mechanism. This mechanism answers queries for what we call context-sensitive prefix search and completion: given a set of documents and a word range, compute all words from that range which are contained in one of the given documents, as well as those of the given documents which contain a word from the given range. Among the supported features are: (i) automatic query completion, for example, find all completions of the prefix ""seman"" that occur in the context of the word ""ontology"", as well as the best hits for any such completion; (ii) semi-structured (XML) retrieval, for example, find all emailmessages with ""dbworld"" in the subject line; (iii) semantic search, for example, find all politicians which had a private audience with the pope; (iv) DB-style joins and grouping, for example, find the most prolific authors with at least one paper in both ""SIGMOD"" and ""SIGIR""; and (v) arbitrary combinations of these. The prefix search and completion mechanism of Complete- Search is realized via a novel kind of index data structure, which enables subsecond query processing times for collections up to a terabyte of data, on a single PC. We report on a number of lessons learned in the process of building the system and on our experience with a number of publicly used deployments."
Lee C.-F.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115935117&doi=10.1142%2f6741&partnerID=40&md5=9ce5c486f6c9786d58296c712fda8263,Advances in quantitative analysis of finance and accounting (vol. 6),-1,,,-1,,-1,-1,-1,1,2008,Advances In Quantitative Analysis Of Finance And Accounting (Vol. 6),,,,1,253,252,10.1142/6741,"Professor Cheng-Few Lee ranks #1 based on his publications in the 26 core finance journals, and #163 based on publications in the 7 leading finance journals (Source: Most Prolific Authors in the Finance Literature: 1959-2008 by Jean L Heck and Philip L Cooley (Saint Joseph’s University and Trinity University). Advances in Quantitative Analysis of Finance and Accounting is an annual publication designed to disseminate developments in the quantitative analysis of finance and accounting. The publication is a forum for statistical and quantitative analyses of issues in finance and accounting, as well as applications of quantitative methods to problems in financial management, financial accounting, and business management. The objective is to promote interaction between academic research in finance and accounting and applied research in the financial community and accounting profession. The chapters in this volume cover a wide range of important topics, including corporate finance and debt management, earnings management, options and futures, equity market, and portfolio diversification. These topics are very useful for both academicians and practitioners in the area of finance. © 2008 by World Scientific Publishing Co. Pte. Ltd."
Musambira G.W.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867737882&doi=10.1177%2f0973258612458851&partnerID=40&md5=b7d42debc0941bf98f2f83317e1a8bdb,Memorialization in Academe: A Preliminary Investigation of the Content Patterns and Author Motivations in CRTNET Memorials,,-1,,,-1,-1,#N/A,-1,1,2010,Journal of Creative Communications,5,2,,89,104,15,10.1177/0973258612458851,"This study examines the extent to which the Memorial Attribute Model accounts for the memorials posted on the Communication Research and Theory Network (CRTNET). Results show that the model's strength is its emphasis on the surrogacy function of memorials and the role that relationships between author and deceased play in illuminating the memorial content, length and author motivations. Colleagues are the most prolific authors of CRTNET memorials while 'colleague and friend' was the most frequent combination of author-deceased relationships indicated in the memorials. However, the model falls short of recognizing the prominence of expressing admiration and gratitude for the deceased above expression of grief, addressing unfinished business and treating the deceased as a social presence. © 2010 Mudra Institute of Communications."
Lee C.-F.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115683771&doi=10.1142%2f9789812565457&partnerID=40&md5=3c550af7ba17c1a3ae6377648c9f09d4,Finance and accounting: New series,,-1,,,-1,-1,#N/A,-1,1,2004,Advances In Quantitative Analysis Of Finance And Accounting - New Series,,,,1,220,219,10.1142/9789812565457,"Professor Cheng-Few Lee ranks #1 based on his publications in the 26 core finance journals, and #163 based on publications in the 7 leading finance journals (Source: Most Prolific Authors in the Finance Literature: 1959-2008 by Jean L Heck and Philip L Cooley (Saint Joseph’s University and Trinity University). Advances in Quantitative Analysis of Finance and Accounting, New Series (AQAFANS) is a continuation (with new features) of the similarly titled book series that was previously published by JAI Press from 1991. AQAFANS is an annual publication designed to disseminate developments in the quantitative analysis of finance and accounting. It is a forum for statistical and quantitative analyses of issues in finance and accounting, as well as applications of quantitative methods to problems in financial management, financial accounting, and business management. The objective is to promote interaction between academic research in finance and accounting, applied research in the financial community, and the accounting profession. © 2004 by World Scientific Publishing Co. Pte. Ltd."
Ruiz-Pérez R.; López-Cózar E.D.; Jiménez-Contreras E.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036820429&partnerID=40&md5=025fcf2756376fa39318a9832d737366,Spanish personal name variations in national and international biomedical databases: Implications for information retrieval and bibliometric studies,-1,,,-1,,-1,-1,-1,1,2002,Journal of the Medical Library Association,90,4,,411,423,12,,"Objectives: The study sought to investigate how Spanish names are handled by national and international databases and to identify mistakes that can undermine the usefulness of these databases for locating and retrieving works by Spanish authors. Methods: The authors sampled 172 articles published by authors from the University of Granada Medical School between 1987 and 1996 and analyzed the variations in how each of their names was indexed in Science Citation Index (SCI), MEDLINE, and Índice Médico Español (IME). The number and types of variants that appeared for each author's name were recorded and compared across databases to identify inconsistencies in indexing practices. We analyzed the relationship between variability (number of variants of an author's name) and productivity (number of items the name was associated with as an author), the consequences for retrieval of information, and the most frequent indexing structures used for Spanish names. Results: The proportion of authors who appeared under more then one name was 48.1% in SCI, 50.7% in MEDLINE, and 69.0% in IME. Productivity correlated directly with variability: more than 50% of the authors listed on five to ten items appeared under more than one name in any given database, and close to 100% of the authors listed on more than ten items appeared under two or more variants. Productivity correlated inversely with retrievability: as the number of variants for a name increased, the number of items retrieved under each variant decreased. For the most highly productive authors, the number of items retrieved under each variant tended toward one. The most frequent indexing methods varied between databases. In MEDLINE and IME, names were indexed correctly as ""first surname second surname, first name initial middle name initial"" (if present) in 41.7% and 49.5% of the records, respectively. However, in SCI, the most frequent method was ""first surname, first name initial second name initial"" (48.0% of the records) and first surname and second surname run together, first name initial (18.3%)."
Lee C.-F.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115912204&doi=10.1142%2f6433&partnerID=40&md5=f5d0cf725f79549d07f5e3cff4717c75,Advances in quantitative analysis of finance and accounting (Vol. 5),,,-1,-1,,-1,-1,-1,1,2007,Advances In Quantitative Analysis Of Finance And Accounting (Vol. 5),,,,1,344,343,10.1142/6433,"Professor Cheng-Few Lee ranks #1 based on his publications in the 26 core finance journals, and #163 based on publications in the 7 leading finance journals (Source: Most Prolific Authors in the Finance Literature: 1959-2008 by Jean L Heck and Philip L Cooley (Saint Joseph’s University and Trinity University). Advances in Quantitative Analysis of Finance and Accounting is an annual publication designed to disseminate recent developments in the quantitative analysis of finance and accounting. The publication is a forum for statistical and quantitative analyses of issues in finance and accounting as well as applications of quantitative methods to problems in financial management, financial accounting, and business management. Its objective is to promote interaction between academic research in finance and accounting with applied research in the financial community and the accounting profession. The chapters in this volume cover a wide range of pressing topics including security analysis and mutual fund management, option pricing theory and application, interest rate spread, and electricity pricing. © 2007 by World Scientific Publishing Co. Pte. Ltd."
Fisher P.J.L.; Shapiro S.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953068402&doi=10.1080%2f0270271950160202&partnerID=40&md5=caaab1137d37bcd9c2eab058bf6228b7,James Baldwin (1841‐1925): A man who loved stories,-1,,,-1,,-1,-1,-1,1,1995,Reading Psychology,16,2,,149,167,18,10.1080/0270271950160202,"James Baldwin was one of the most prolific authors of school books for children at the end of the last century and the beginning of this. In addition to the Baldwin Readers (1897), he co‐authored the Harper Readers (1888) and the Expressive Readers (1911). He wrote over thirty books about famous people in history and retold classical stories. His publications numbered 54 volumes. It is estimated that 26 million copies of his works sold worldwide, including China and Indonesia. A self‐educated man, he became a school superintendent before working as an editor for Harper’s and later for the American Book Company. © 1995 Taylor & Francis Group, LLC."
Steel C.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928056756&doi=10.1017%2fCCO9781139048750.002&partnerID=40&md5=c0c7115e64f4c0c6d49e4f86d44c97cc,Introduction,,-1,-1,,,-1,-1,-1,1,2011,The Cambridge Companion to Cicero,,,,1,6,5,10.1017/CCO9781139048750.002,"Cicero is one of the most prolific authors to survive from classical antiquity; and one of the most varied, whose writings include speeches, letters, poetry and treatises on philosophy, rhetoric, politics and law. He was also part of the ruling elite at Rome during a tumultuous quarter-century, and one of the most self-revealing of ancient figures. He has, as a consequence, multiple characters: a heroic defender of freedom; a political failure, blinded by vanity and oblivious to change; the epitome of oratorical brilliance; the supreme model of Latin; and a human, to whose weaknesses and foibles we have unmediated access. All these Ciceros, and many others, are discussed in this Companion, though its focus throughout is on the textual Cicero. This is the manifestation that has dominated his subsequent reception. Moreover, any attempt to assess his importance as a political figure during his lifetime demands engagement with the complexities of late Republican politics in a manner that is beyond this volume's scope. But some brief biographical notes may provide a helpful introduction to what follows. © Cambridge University Press 2013."
O'Grady T.; Beam P.S.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952671510&doi=10.1080%2f0194262X.2011.545680&partnerID=40&md5=8b1b1fd8a71c8a9f46058e5f4613677e,Postdoctoral scholars: A forgotten library constituency?,,,-1,-1,,-1,-1,-1,1,2011,Science and Technology Libraries,30,1,,76,79,3,10.1080/0194262X.2011.545680,"Postdoctoral scholars are highly productive researchers employed by academic institutions, nonprofits, government, and private industry in a variety of fields, particularly in the sciences. Because of the research-focused nature of their positions, they have strong needs for information, search skills, publication support, and other library resources and services. Librarians should consider the needs of postdocs in their institutions and endeavor to match resources, services, and policies to the needs of this productive and possibly underserved group. Copyright © Taylor & Francis Group, LLC."
Villafrueia M.A.; Sancho I.; Domingo C.; Ballesteros A.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750264681&partnerID=40&md5=08b679d1f0e18eb1cb085d81c8af59d4,Indications for tonsillectomy and adenoidectomy Sleep Apnea Syndrome; [Indicaciones de amigdalectomía y adenoidectomía. Síndrome de Sleep Apnea],-1,,,-1,,-1,-1,-1,1,1997,Pediatrika,17,3,,23,26,3,,"In this article we have treated of making an update of the rational criteria of Tonsillectomy and Adenoidectomy used in our Unit. The study is based on the published data by Bluestone and Paradise at the University of Pittsburg, because they are the most prolific authors in this topic. On the other hand, we have made a vast mention to the Obstructive Sleep Apnea Sindrom, by the greater importance which is taking day by day, and because the gratest group of the patients on those we practice this type of surgery are in this group."
Sallot L.M.; Lyon L.J.; Acosta-Alzuru C.; Ogata Jones K.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066210801&doi=10.1207%2fS1532754XJPRR1501_2&partnerID=40&md5=19811599e2a99192ccc85d4a986d9405,From aardvark to zebra: A new millennium analysis of theory development in public relations academic journals,-1,,,,-1,-1,#N/A,-1,1,2003,International Journal of Phytoremediation,21,1,,27,90,63,10.1207/S1532754XJPRR1501_2,"In a replication and extension of a 1984 study by Ferguson to investigate the status of theory building by public relations scholars, 748 abstracts or articles published in Public Relations Review, Journal of Public Relations Research and its predecessor, Public Relations Research Annual, since their inceptions through the year 2000, were subjected to content analysis. Nearly 20% of articles analyzed were found to have contributed to theory development in public relations, compared to only 4% in Ferguson's study. Theory was most prevalent in articles about excellence/symmetry, public relationships, ethics and social responsibility, crisis response, critical-cultural, feminism/diversity, and international topics. These and interdisciplinary influences are expected to continue to contribute to ever more theory building in public relations. Proportionally, Public Relations Research Annual made the greatest contributions to theory development, followed by Journal of Public Relations Research, although Public Relations Review published the greatest number of articles contributing to theory development. Public Relations Review and Journal of Public Relations Research published comparable numbers of articles regarding excellence theory, public relationships, and crisis response theory. However, Public Relations Review published far more articles on theories about academic versus applied research, ethics/social responsibility, international and role theory than Journal of Public Relations Research. Conversely, Journal of Public Relations Research published more content about situational theory and gender/diversity theories than Public Relations Review. The most prolific authors contributing to theory development were James E. Grunig, Robert L. Heath, Larissa Schneider Grunig, W. Timothy Coombs, and John A. Ledingham. © 2003, Taylor & Francis Group, LLC."
Reinstein A.; Alvin G.; Vangermeersch R.G.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949109299&doi=10.1111%2fj.1467-6281.2007.00250.x&partnerID=40&md5=640ab4d193fece991f4860ec9e1b8a13,George R. Husband: Contributions to the development of accounting thought,,,-1,-1,,-1,-1,-1,1,2008,Abacus,44,1,,82,108,26,10.1111/j.1467-6281.2007.00250.x,"George R. Husband, accounting educator, was a leader in research, service and teaching. His former students and admirers endowed a chair, three scholarships and an annual lecture series in his memory nearly forty years after his death in 1958. This article highlights his lasting accomplishments by examining his research (e.g., as an opponent of the LIFO method of inventory valuation, an advocate of price-level accounting and major proponent of the proprietary theory of financial accounting, and as one of the most prolific authors in The Accounting Review), service (e.g., as Vice President and President of the American Accounting Association) and teaching. We also discuss Husband's research in the context of other notable contemporary scholars and those whose works are consistent with Husband's thoughts. © 2008 Accounting Foundation."
Ermert L.A.; Koroni M.; Korta Martiartu N.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159293819&doi=10.5194%2fse-14-485-2023&partnerID=40&md5=0f970d92ff653b0580ed06a679f0216e,Quantifying gender gaps in seismology authorship,-1,,,-1,-1,-1,-1,-1,1,2023,Solid Earth,14,5,,485,498,13,10.5194/se-14-485-2023,"According to 2018 demographic data of the American Geophysical Union Fall Meeting, seismology is among the geoscience ï¬ elds with the lowest representation of women. To understand whether this reï¬ ects seismology more generally, we investigate women's authorship of peer-reviewed publications, a key factor in career advancement. Building upon open-source tools for web-scraping, we create a database of bibliographic information for seismological articles published in 14 international journals from 2010 to 2020. We use the probabilities of author names being either male- or female-gendered to analyse the representation of women authors in terms of author position and subsequently per journal, year, and publication productivity. The results indicate that (1) the overall probability of the first (last) author being female is 0.28 (0.19); (2) with the calculated rate of increase from 2010 to 2020, equal probabilities of female and male authorship would be reached towards the end of the century; (3) compared to the overall probability of male authorship (0.76), single-authored papers in our database are disproportionately published by male authors (with a probability of 0.83); (4) female representation decreases among highly productive authors; and (5) rather than being random, the composition of authorship appears to be influenced by gender - firstly, all-male author teams are more common than what would be expected if teams were composed randomly; secondly, the probability that first or co-authors are female increases when the last author is female, but first female authors have a low probability of working with female co-authors.  © Author(s) 2023. "
Lee A.C.; Lee J.C.; Lee C.F.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125514718&doi=10.1142%2f6416&partnerID=40&md5=48068b372628a22341c0cc5e792fb31d,"Financial analysis, planning and forecasting: Theory and application",-1,,-1,-1,,-1,-1,-1,1,2016,"Financial Analysis, Planning And Forecasting: Theory And Application",,,,1,1136,1135,10.1142/6416,"Professor Cheng-Few Lee ranks #1 based on his publications in the 26 core finance journals, and #163 based on publications in the 7 leading finance journals (Source: Most Prolific Authors in the Finance Literature: 1959-2008 by Jean L Heck and Philip L Cooley (Saint Joseph's University and Trinity University). Based on the authors' extensive teaching, research and business experiences, this book reviews, discusses and integrates both theoretical and practical aspects of financial planning and forecasting. The book is divided into six parts: Information and Methodology for Financial Analysis, Alternative Finance Theories and Their Application, Capital Budgeting and Leasing Decisions, Corporate Policies and Their Interrelationships, Short-term Financial Decisions, Financial Planning and Forecasting, and Overview. The theories used in this book are pre-Modigliani-Miller Theorem, Modigliani-Miller Theorem, Capital Asset Pricing Model and Arbitrage Pricing Theory, and Option Pricing Theory. The interrelationships among these theories are carefully analyzed. Meaningful real-world examples of using these theories are discussed step-by-step, with relevant data and methodology. Alternative planning and forecasting models are also used to show how the interdisciplinary approach is helpful in making meaningful financial management decisions. © 2016 by World Scientific Publishing Co. Pte. Ltd."
Cugmas M.; Mali F.; Kronegger L.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182203277&doi=10.1007%2fs11192-023-04900-5&partnerID=40&md5=27a4610170d4d3ffb9e26b1f07307e0a,Longitudinal patterns of scientific collaboration in doctoral studies,-1,-1,-1,-1,0,-1,-1,-1,1,2024,Scientometrics,129,2,,1055,1077,22,10.1007/s11192-023-04900-5,"Doctoral studies play a vital role in socializing young individuals in science as they navigate the challenges of modern knowledge-based societies. Taking various forms and intensities, the mentor–mentee relationship is integral to this process. The paper therefore addresses the temporal patterns of scientific collaboration between mentors and mentees, as well as among co-mentors, given that understanding the characteristics of mentoring collaborations is essential for developing successful higher education strategies for attracting potential doctoral students and designing effective science policies. Patterns of collaboration were identified using a symbolic data clustering approach and described using linear discriminant analysis. The data come from national information systems in Slovenia and cover the period between 1991 and 2020. On the mentor–mentee level, six types of scientific collaborations were identified and classified in three broader categories: study-limited, already established, and born and raised. The most common, born and raised, is characterized by students who are isolated from the scientific community at the beginning of their studies and have become well integrated into the scientific community and highly productive researchers by the time they complete their doctoral studies. The study-limited collaboration pattern is becoming increasingly popular and more common in the natural and technical sciences. The already established is more common among older mentees. The notion that mentoring promotes long-term scientific collaboration between mentors is not confirmed by the presented study. However, higher levels of collaboration between mentors are associated with younger age, working in the same scientific discipline, and younger mentors. © The Author(s) 2024."
Silver S.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891831321&doi=10.1111%2f1574-6968.12289&partnerID=40&md5=bae31afb91a4abd8deb31f6b0303adf0,Beyond the fringe: When science moves from innovative to nonsense,-1,-1,,-1,-1,-1,-1,-1,1,2014,FEMS Microbiology Letters,350,1,,2,8,6,10.1111/1574-6968.12289,"Microbiology has experienced examples of highly productive researchers who have gone beyond just interpreting their experimental results with hypotheses and published nonsense that was readily recognized as such by readers. Although the most discussed cases of this pathology come from physics, studies of single-celled microorganisms, virology, and immunology have provided many examples. Five cases are described here along with some generalizations. These are the Lamarckian inheritance of acquired characteristics reported by distinguished and experienced researchers, vectorless DNA transfer and incorporation of bacterial DNA into chromosomes of plants years before vector construction of genetically modified plants was invented, water with memory of immunoglobulin IgE, a new electromagnetic radiation method for identifying bacterial and viral pathogens by the discoverer of human immunodeficiency virus, and the claim of isolation of a new bacterial isolate with arsenic replacing phosphorus in DNA. These examples represent very dissimilar areas, and the only common factor is hubris on the part of experienced researchers. Secondarily, failure of peer review sometimes happens, and journal editors do not step in, sometimes even when alerted before publication. These failures of the publishing process teach us that unnecessary mistakes occur and should warn us all to watch our own enthusiasms. Five examples of bad mistakes in published microbiology, immunology and virology reports are discussed in terms of what went wrong and why. © 2014 Federation of European Microbiological Societies."
"Abad-García, María Francisca",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057285524&doi=10.1016%2fj.anpedi.2018.11.003&partnerID=40&md5=e741a66bf575f092582b43c79fc2eaf2,Plagiarism and predatory journals: A threat to scientific integrity; [El plagio y las revistas depredadoras como amenaza a la integridad científica],,,,2,,2,#N/A,2,1,,,,,,,,,,
"Abalkina, Anna",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169301269&doi=10.1002%2fleap.1574&partnerID=40&md5=49521c30fce6b6a1bdc4d05a6e175749,Publication and collaboration anomalies in academic papers originating from a paper mill: Evidence from a Russia-based paper mill,2,2,,,,2,2,2,1,,,,,,,,,,
"Abalkina, Anna",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177730960&doi=10.1002%2fasi.24855&partnerID=40&md5=4b2cdcf54b854ebba15671567d95a991,Challenges posed by hijacked journals in Scopus,,2,2,,,2,2,2,1,,,,,,,,,,
"Abramo, Giovanni; D'Angelo, Ciriaco Andrea; Grilli, Leonardo",2,The effects of citation-based research evaluation schemes on self-citation behavior,2,,2,,,2,2,2,1,,,,,,,,,,
"Adams, Ben",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959067782&doi=10.1136%2fbmj.h6560&partnerID=40&md5=70cc5d4a5affb7faf94597f4304115dd,"Time to kill the scientific ""author""?",,,2,2,,2,2,2,1,,,,,,,,,,
"Ahmed, Mian Saad; Zafar, Umema; Zafar, Hamna; Ullah, Maryam Shahid; Khan, Feroz Ali",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139752704&doi=10.12669%2fpjms.38.8.6571&partnerID=40&md5=77f444b3f3d27a2a5029d0ccd6265203,The menace of self citation: An audit of two years from journals of Khyber Pakhtunkhwa,,,,2,,2,#N/A,2,1,,,,,,,,,,
"Ataie-Ashtiani, Behzad",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021258379&doi=10.1007%2fs11948-017-9939-6&partnerID=40&md5=36464f882e8fd2f5310f73e87455d40d,World Map of Scientific Misconduct,,,2,2,,2,2,2,1,,,,,,,,,,
"Ataie-Ashtiani, Behzad",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961720862&doi=10.1126%2fscience.351.6279.1273-c&partnerID=40&md5=9ec035d350c476027ce8a69d1c02b166,Curbing Iran's academic misconduct,,2,,,,2,#N/A,2,1,,,,,,,,,,
"Baccini, Alberto; Nicolao, Giuseppe De; Petrovich, Eugenio",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072146726&doi=10.1371%2fjournal.pone.0221212&partnerID=40&md5=3503b35ccfe00498cbb38023b47f5c7f,Citation gaming induced by bibliometric evaluation: A country-level comparative analysis,,2,2,,,2,2,2,1,,,,,,,,,,
"Baccini, Alberto; Petrovich, Eugenio",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181251791&doi=10.1371%2fjournal.pone.0294669&partnerID=40&md5=f0288f28442b5b5a47ccf34ce3ae7409,A global exploratory comparison of country self-citations 1996-2019,,2,,2,,2,2,2,1,,,,,,,,,,
"Baek, Sora; Yoon, Dae Young; Cho, Young Kwon; Yun, Eun Joo; Seo, Young Lan; Lim, Kyoung Ja; Choi, Chul Soon",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944909134&doi=10.2214%2fAJR.15.14979&partnerID=40&md5=944483f55487c752813fd961489314f0,Trend toward an increase in authorship for leading radiology journals,2,,,2,,2,2,2,1,,,,,,,,,,
"Bailey, Jarrod",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117434855&doi=10.1177%2f02611929211030417&partnerID=40&md5=61be1e24d355c5b293ba981dbf2f2741,Biomedical Research Must Change — But a Shift Toward Human-specific Research Methods Is Only Part of What Is Needed,2,2,,,,2,2,2,1,,,,,,,,,,
"Banerjee, Amitav",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102953979&doi=10.4103%2fmjdrdypu.mjdrdypu_33_20&partnerID=40&md5=d9bbc2c040d66120d65302bc5c94c83f,Jargon and metrics for evaluation: Are they valid or instead promote questionable practices?,,2,,,,2,#N/A,2,1,,,,,,,,,,
"Bang, Alok",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907725478&partnerID=40&md5=932392578edf35487a77ea5a1fe0b03b,Are we foregoing quality in favour of quantity?,2,,,,,2,#N/A,2,1,,,,,,,,,,
